date,humidity,wind_speed,temperature,precipitation,region_id
2021-12-13,49.38,1.70,0.25,0.00,2304053
2021-12-14,75.71,1.73,7.05,5.50,2304053
2021-12-15,84.21,0.80,6.64,0.00,2304053
2021-12-16,59.62,3.31,4.11,0.00,2304053
2021-12-17,40.29,4.07,-6.94,0.00,2304053
2021-12-18,61.00,2.31,-1.30,1.00,2304053
2021-12-19,67.46,1.67,1.79,-11.50,2304053
2021-12-20,83.12,1.33,6.67,0.00,2304053
2021-12-21,51.58,1.80,3.40,0.00,2304053
2021-12-22,61.58,0.87,1.24,0.00,2304053
2021-12-23,56.50,0.91,3.44,0.00,2304053
2021-12-24,53.83,4.05,-4.48,0.00,2304053
2021-12-25,43.04,3.88,-11.45,0.00,2304053
2021-12-26,42.92,2.19,-9.49,0.00,2304053
2021-12-27,75.29,1.30,-5.66,0.00,2304053
2021-12-28,71.00,1.53,-0.57,0.00,2304053
2021-12-29,57.17,3.30,0.55,0.00,2304053
2021-12-30,42.92,3.63,-3.60,0.00,2304053
2021-12-31,39.54,2.16,-6.46,0.00,2304053
