date,humidity,wind_speed,temperature,precipitation,region_id
2021-10-09,88.96,0.74,21.28,0.00,2309071
2021-10-10,87.50,1.21,16.93,14.00,2309071
2021-10-11,75.38,1.32,16.18,0.00,2309071
2021-10-12,76.92,0.97,16.20,0.00,2309071
2021-10-13,83.04,0.83,18.54,0.00,2309071
2021-10-14,76.42,0.88,19.20,0.00,2309071
2021-10-15,61.08,1.64,18.26,0.00,2309071
2021-10-16,38.04,2.59,6.80,0.00,2309071
2021-10-17,53.33,0.90,5.27,0.00,2309071
2021-10-18,81.46,0.74,11.70,12.00,2309071
2021-10-19,70.29,1.19,8.64,0.00,2309071
2021-10-20,80.62,0.58,7.67,0.00,2309071
2021-10-21,78.92,0.48,7.56,0.00,2309071
2021-10-22,73.54,0.84,8.63,0.00,2309071
2021-10-23,77.50,0.63,9.15,0.00,2309071
2021-10-24,80.75,0.60,9.40,0.00,2309071
2021-10-25,81.88,0.59,10.23,0.00,2309071
2021-10-26,84.42,0.90,13.02,0.50,2309071
2021-10-27,69.08,0.89,10.10,0.00,2309071
2021-10-28,68.92,0.84,11.25,0.00,2309071
2021-10-29,74.00,0.67,12.55,0.00,2309071
2021-10-30,83.58,0.56,11.98,0.00,2309071
2021-10-31,87.17,0.52,12.66,0.50,2309071
2021-11-01,85.46,0.47,10.50,0.00,2309071
2021-11-02,85.75,0.54,9.38,0.00,2309071
2021-11-03,82.79,0.48,11.08,0.00,2309071
2021-11-04,95.79,0.33,9.79,3.00,2309071
2021-11-05,72.96,0.67,12.26,0.00,2309071
2021-11-06,62.38,1.08,14.31,0.00,2309071
2021-11-07,58.12,2.71,16.35,21.50,2309071
2021-11-08,90.79,1.45,5.06,19.00,2309071
2021-11-09,89.96,0.89,3.97,7.50,2309071
2021-11-10,70.58,1.13,5.38,0.00,2309071
2021-11-11,67.42,1.25,4.98,0.00,2309071
2021-11-12,73.42,0.85,2.97,0.00,2309071
2021-11-13,76.96,0.72,9.15,0.00,2309071
2021-11-14,82.17,0.68,8.89,0.00,2309071
2021-11-15,80.42,0.58,7.55,0.00,2309071
2021-11-16,75.43,0.60,5.73,0.00,2309071
2021-11-17,70.12,0.71,7.76,0.50,2309071
2021-11-18,87.88,1.37,12.26,0.00,2309071
2021-11-19,92.21,0.49,9.55,0.00,2309071
2021-11-20,93.75,0.30,8.07,0.00,2309071
2021-11-21,71.74,1.49,9.16,5.50,2309071
2021-11-22,60.88,2.52,1.10,0.00,2309071
2021-11-23,67.21,1.64,0.50,0.00,2309071
2021-11-24,71.50,1.01,5.92,0.00,2309071
2021-11-25,57.61,1.11,3.48,0.00,2309071
2021-11-26,70.42,0.72,1.40,0.00,2309071
2021-11-27,72.12,0.36,0.71,0.00,2309071
2021-11-28,65.75,0.47,4.23,0.00,2309071
2021-11-29,75.29,0.72,8.55,21.50,2309071
2021-11-30,70.33,3.45,3.03,7.00,2309071
2021-12-01,58.21,1.62,-1.67,0.00,2309071
2021-12-02,69.12,2.05,4.15,1.00,2309071
2021-12-03,52.96,1.40,0.24,0.00,2309071
2021-12-04,58.08,0.68,0.74,0.00,2309071
2021-12-05,70.79,0.13,1.00,0.00,2309071
2021-12-06,73.58,0.02,4.10,0.00,2309071
2021-12-07,83.12,0.17,3.58,0.00,2309071
2021-12-08,81.42,0.03,3.92,0.00,2309071
2021-12-09,77.96,0.08,6.57,0.00,2309071
2021-12-10,94.50,0.11,5.09,0.50,2309071
2021-12-11,86.50,0.45,4.32,0.00,2309071
2021-12-12,46.62,2.38,-0.99,0.00,2309071
2021-12-13,52.58,1.15,-0.66,0.00,2309071
2021-12-14,84.50,1.31,5.75,3.00,2309071
2021-12-15,91.79,0.48,5.13,0.00,2309071
2021-12-16,64.25,2.05,3.76,0.00,2309071
2021-12-17,45.83,2.74,-7.44,0.00,2309071
2021-12-18,75.62,1.15,-3.76,0.00,2309071
2021-12-19,76.25,1.25,0.48,0.50,2309071
2021-12-20,87.04,0.83,5.12,0.00,2309071
2021-12-21,55.96,1.12,2.90,0.00,2309071
2021-12-22,69.62,0.28,-0.23,0.00,2309071
2021-12-23,65.08,0.45,2.05,0.00,2309071
2021-12-24,56.79,2.79,-4.90,0.00,2309071
2021-12-25,43.96,2.51,-11.76,0.00,2309071
2021-12-26,50.29,1.60,-10.52,0.00,2309071
2021-12-27,79.50,0.66,-7.29,0.00,2309071
2021-12-28,78.67,0.32,-2.10,0.00,2309071
2021-12-29,65.46,1.69,-0.40,0.00,2309071
2021-12-30,44.46,2.04,-4.05,0.00,2309071
2021-12-31,46.00,1.37,-7.45,0.00,2309071
